# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
# Corp Site Adult Learner,,,,,,,,,,,,,,,,,,,,,,
# Copy of CET Campaign Results-Free form 1,,,,,,,,,,,,,,,,,,,,,,
# 20250101-20250430,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
Page path and screen class,First user campaign,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,
/adult-learner/course-detail/NYP-WSCA05_001/food-safety-course-level-3,cet-q1-2025,19,0,19,4,25,20,1.25,88.20317615,0,5,19,0,19,4,25,20,1.25,88.20317615,0,5,
/adult-learner/course-detail/NYP-WSCP51_002/food-safety-course-level-1-part-of-sctp,(direct),19,5,19,1,20,20,1,3.85699585,0.1,3,19,5,19,1,20,20,1,3.85699585,0.1,3,
/adult-learner/course-detail/NYP-WSCV01_002/advanced-baked-and-fried-dim-sum,(organic),19,2,19,5,19,19,1,57.07985895,0.052631579,5,19,2,19,5,19,19,1,57.07985895,0.052631579,5,
/adult-learner/course-detail/NYP-WSCV01_003/advanced-steamed-dim-sum,cet-q1-2025,19,0,19,4,28,24,1.166666667,21.41602029,0.041666667,5,19,0,19,4,28,24,1.166666667,21.41602029,0.041666667,5,
/adult-learner/course-detail/NYP-WSCV01_013/sedaplicious-indonesian-flavours,cet-q1-2025,19,0,19,5,19,19,1,24.03913068,0,4,19,0,19,5,19,19,1,24.03913068,0,4,
/adult-learner/course-detail/NYP-WSCV02_008/chocolate-bliss,(organic),19,0,19,5,25,21,1.19047619,47.37458833,0,8,19,0,19,5,25,21,1.19047619,47.37458833,0,8,
/adult-learner/course-detail/NYP-WSCV05_001/food-and-wine-pairing,cet-q1-2025,19,0,19,1,20,19,1.052631579,51.41392726,0,5,19,0,19,1,20,19,1.052631579,51.41392726,0,5,
/adult-learner/course-types/post-diploma-programmes/health-social-sciences,2025S1-sbm-acet,19,0,19,7,21,20,1.05,14.50266,0,2,19,0,19,7,21,20,1.05,14.50266,0,2,
/adult-learner/course-types/recommended/artificial-intelligence,(referral),19,10,19,9,27,21,1.285714286,179.3634723,0.095238095,4,19,10,19,9,27,21,1.285714286,179.3634723,0.095238095,4,
/adult-learner/course-types/recommended/green-economy,2025S1-sbm-acet,19,0,19,13,25,19,1.315789474,79.59910705,0,4,19,0,19,13,25,19,1.315789474,79.59910705,0,4,
/adult-learner/course-detail/NYP-CB1333/consumer-behaviour,(organic),18,11,18,6,29,25,1.16,166.0044569,0.24,16,18,11,18,6,29,25,1.16,166.0044569,0.24,16,
/adult-learner/course-detail/NYP-CB231015/1-day-search-engine-optimisation-fundamentals,(organic),18,9,18,4,22,23,0.956521739,100.8661977,0.347826087,15,18,9,18,4,22,23,0.956521739,100.8661977,0.347826087,15,
/adult-learner/course-detail/NYP-CB241011/sustainability-at-our-core-uncovering-esg-investing,2025S1-sbm-acet,18,0,18,4,20,19,1.052631579,15.86075663,0,6,18,0,18,4,20,19,1.052631579,15.86075663,0,6,
/adult-learner/course-detail/NYP-CE1145/cyber-security-from-scratch-synchronous-elearning,(organic),18,7,18,4,20,20,1,35.7532044,0.05,12,18,7,18,4,20,20,1,35.7532044,0.05,12,
/adult-learner/course-detail/NYP-CE1239/robotic-process-automation-rpa-for-beginners,cet-q1-2025#personal-development,18,0,18,7,23,20,1.15,30.90833805,0,7,18,0,18,7,23,20,1.15,30.90833805,0,7,
/adult-learner/course-detail/NYP-CE231001/building-artificial-intelligence-ai-applications-from-end-to-end-classroom-and-synchronous-e-learning,(referral),18,2,18,8,21,23,0.913043478,67.52027148,0.086956522,7,18,2,18,8,21,23,0.913043478,67.52027148,0.086956522,7,
/adult-learner/course-detail/NYP-CI1279/data-visualisation-practicum,cet-q1-2025,18,0,18,4,23,22,1.045454545,47.79245959,0.136363636,6,18,0,18,4,23,22,1.045454545,47.79245959,0.136363636,6,
/adult-learner/course-detail/NYP-CL230002/introduction-to-peranakan-cuisine,(referral),18,16,18,0,18,19,0.947368421,27.01012763,0.315789474,18,18,16,18,0,18,19,0.947368421,27.01012763,0.315789474,18,
/adult-learner/course-detail/NYP-CL240003/short-course-on-cultivated-meat-technologies,(organic),18,8,18,3,27,22,1.227272727,63.92460009,0.181818182,17,18,8,18,3,27,22,1.227272727,63.92460009,0.181818182,17,
/adult-learner/course-detail/NYP-CX1258/bim-revit-for-architecture-level-1,cet-q1-2025,18,0,18,7,30,21,1.428571429,143.3618995,0.047619048,10,18,0,18,7,30,21,1.428571429,143.3618995,0.047619048,10,
/adult-learner/course-detail/NYP-CX245004/digital-content-and-visual-design-with-generative-ai,cet-q1-2025,18,0,18,7,20,19,1.052631579,87.09758663,0,2,18,0,18,7,20,19,1.052631579,87.09758663,0,2,
/adult-learner/course-detail/NYP-HSSP14/specialist-diploma-in-clinical-education,(referral),18,5,18,7,23,18,1.277777778,181.9823253,0.055555556,7,18,5,18,7,23,18,1.277777778,181.9823253,0.055555556,7,
/adult-learner/course-detail/NYP-JC1A33/building-a-culture-of-learning-best-practices-and-actionable-strategies-for-managers,cet-q1-2025,18,0,18,3,18,18,1,55.75465083,0,1,18,0,18,3,18,18,1,55.75465083,0,1,
/adult-learner/course-detail/NYP-SI4025_021/cross-border-e-commerce-mastering-selling-strategies-on-amazoncom-classroom-facilitated-asynchronous-e-learning,(organic),18,9,17,5,22,20,1.1,232.764601,0.1,12,18,9,17,5,22,20,1.1,232.764601,0.1,12,
/adult-learner/course-detail/NYP-SI4062_001/sell-and-earn-on-tiktok-classroom-facilitated-asynchronous-e-learning,(direct),18,1,18,0,18,20,0.9,1.83596045,0.1,3,18,1,18,0,18,20,0.9,1.83596045,0.1,3,
/adult-learner/course-detail/NYP-SI7071_003/introduction-to-digital-marketing-classroom-facilitated,(organic),18,0,18,7,25,22,1.136363636,40.89679168,0,6,18,0,18,7,25,22,1.136363636,40.89679168,0,6,
/adult-learner/course-detail/NYP-SI8042_001/wholesome-confinement-essentials,(organic),18,8,18,5,19,19,1,151.4834709,0.052631579,10,18,8,18,5,19,19,1,151.4834709,0.052631579,10,
/adult-learner/course-detail/NYP-WSCD11_005/develop-customer-service-excellence,(organic),18,6,18,10,19,20,0.95,47.8993914,0.3,14,18,6,18,10,19,20,0.95,47.8993914,0.3,14,
/adult-learner/course-detail/NYP-WSCV01_007/prepare-noodle-dishes,cet-q1-2025,18,0,18,3,19,19,1,64.85516079,0.052631579,6,18,0,18,3,19,19,1,64.85516079,0.052631579,6,
/adult-learner/course-detail/NYP-WSCV02_006/decorative-cupcakes,(organic),18,1,18,8,21,21,1,32.8008739,0.095238095,7,18,1,18,8,21,21,1,32.8008739,0.095238095,7,
/adult-learner/course-detail/NYP-WSCY16_801/sctp-pastry-and-baking-specialist-full-time-ta-eligible,(direct),18,1,18,2,18,19,0.947368421,34.54606821,0.105263158,5,18,1,18,2,18,19,0.947368421,34.54606821,0.105263158,5,
/adult-learner/course-detail/NYP-WSQV03_003/workplace-communications-sf-manager,cet-q1-2025,18,0,18,3,23,19,1.210526316,110.7001691,0,5,18,0,18,3,23,19,1.210526316,110.7001691,0,5,
/adult-learner/course-types/post-diploma-programmes/business-management,(not set),18,0,18,9,29,24,1.208333333,32.66321712,0,6,18,0,18,9,29,24,1.208333333,32.66321712,0,6,
/adult-learner/course-types/post-diploma-programmes/design-media,(referral),18,0,18,11,35,30,1.166666667,42.42874333,0.1,7,18,0,18,11,35,30,1.166666667,42.42874333,0.1,7,
/adult-learner/find-a-course,1.20218E+17,18,0,18,5,27,19,1.421052632,79.27315732,0,4,18,0,18,5,27,19,1.421052632,79.27315732,0,4,
/adult-learner,1.20218E+17,17,0,17,4,21,18,1.166666667,31.68700428,0,4,17,0,17,4,21,18,1.166666667,31.68700428,0,4,
/adult-learner/course-detail/NYP-ASSPA2/post-diploma-certificate-in-public-health-communication-part-of-specialist-diploma-in-nutrition-science,cet-q1-2025,17,0,17,2,18,17,1.058823529,15.10359482,0,2,17,0,17,2,18,17,1.058823529,15.10359482,0,2,
/adult-learner/course-detail/NYP-BMDP07/diploma-in-business-practice-hospitality-and-tourism-management,2024S2-sbm-acet,17,2,17,5,22,20,1.1,121.7877947,0,13,17,2,17,5,22,20,1.1,121.7877947,0,13,
/adult-learner/course-detail/NYP-BMSPA4/post-diploma-certificate-in-materials-management-part-of-specialist-diploma-in-supply-chain-management,cet-q1-2025,17,0,17,6,20,18,1.111111111,90.32025072,0.055555556,5,17,0,17,6,20,18,1.111111111,90.32025072,0.055555556,5,
/adult-learner/course-detail/NYP-CB1277/introduction-to-the-coffee-business,(direct),17,2,17,7,20,19,1.052631579,54.79499605,0.052631579,4,17,2,17,7,20,19,1.052631579,54.79499605,0.052631579,4,
/adult-learner/course-detail/NYP-CB1310/digital-video-production,2025S1-sbm-acet,17,0,17,4,17,17,1,30.72465282,0,10,17,0,17,4,17,17,1,30.72465282,0,10,
/adult-learner/course-detail/NYP-CB231022/international-trade-and-freight-management,(referral),17,5,17,8,20,19,1.052631579,65.333095,0.157894737,9,17,5,17,8,20,19,1.052631579,65.333095,0.157894737,9,
/adult-learner/course-detail/NYP-CE241005/medical-device-electrical-safety-testing-iec60601iec62353-and-functional-analysis,cet-q1-2025,17,0,17,4,17,17,1,35.81040482,0,2,17,0,17,4,17,17,1,35.81040482,0,2,
/adult-learner/course-detail/NYP-CI5834/data-analytics-workshop,(direct),17,0,17,8,17,17,1,58.03807718,0,2,17,0,17,8,17,17,1,58.03807718,0,2,
/adult-learner/course-detail/NYP-CL0899/tcm-life-skills-in-sub-health-management-fundamental-approaches,(direct),17,2,17,6,22,18,1.222222222,46.06391211,0.166666667,8,17,2,17,6,22,18,1.222222222,46.06391211,0.166666667,8,
/adult-learner/course-detail/NYP-CX1287/harnessing-design-thinking-for-innovation,cet-q1-2025,17,0,17,6,20,17,1.176470588,63.58727806,0,2,17,0,17,6,20,17,1.176470588,63.58727806,0,2,
/adult-learner/course-detail/NYP-DXSP01/specialist-diploma-in-smart-project-and-facilities-management,2025S1-sbm-acet,17,0,9,7,20,19,1.052631579,167.8407151,0.368421053,16,17,0,9,7,20,19,1.052631579,167.8407151,0.368421053,16,
/adult-learner/course-detail/NYP-DXSP05/specialist-diploma-in-digital-media-production,1.20218E+17,17,0,8,5,23,22,1.045454545,139.1497063,0.590909091,21,17,0,8,5,23,22,1.045454545,139.1497063,0.590909091,21,
/adult-learner/course-detail/NYP-EGSP09/specialist-diploma-in-cloud-data-centre-technology-and-management,(referral),17,3,17,8,18,18,1,333.9299067,0.055555556,13,17,3,17,8,18,18,1,333.9299067,0.055555556,13,
/adult-learner/course-detail/NYP-HSAF21/advanced-diploma-in-nursing-midwifery,cet-q1-2025,17,0,17,2,23,21,1.095238095,44.87653462,0.095238095,11,17,0,17,2,23,21,1.095238095,44.87653462,0.095238095,11,
/adult-learner/course-detail/NYP-HSCP07/certificate-in-bridging-studies-for-enrolled-nurse,(referral),17,9,17,5,24,22,1.090909091,115.1348198,0.272727273,17,17,9,17,5,24,22,1.090909091,115.1348198,0.272727273,17,
/adult-learner/course-detail/NYP-HSSP16/specialist-diploma-in-nursing-endoscopy,cet-q1-2025,17,0,17,2,19,18,1.055555556,37.32700433,0,4,17,0,17,2,19,18,1.055555556,37.32700433,0,4,
/adult-learner/course-detail/NYP-HSVF01/diploma-conversion-in-paramedic-science,(direct),17,0,17,11,28,24,1.166666667,54.90244092,0.083333333,17,17,0,17,11,28,24,1.166666667,54.90244092,0.083333333,17,
/adult-learner/course-detail/NYP-ITSP13/specialist-diploma-in-cybersecurity-pcm,cet-q1-2025#cybersecurity,17,0,17,3,21,19,1.105263158,36.40794563,0,11,17,0,17,3,21,19,1.105263158,36.40794563,0,11,
/adult-learner/course-detail/NYP-SI4025_008/drive-conversions-and-optimise-returns-with-social-and-influencer-marketing,(direct),17,5,17,0,17,17,1,1.580889353,0.058823529,3,17,5,17,0,17,17,1,1.580889353,0.058823529,3,
/adult-learner/course-detail/NYP-SI4047_002/boost-your-business-with-social-commerce-part-2,(direct),17,0,17,0,17,17,1,1.979344765,0,0,17,0,17,0,17,17,1,1.979344765,0,0,
/adult-learner/course-detail/NYP-SI4060_001/accelerate-sales-and-conversions-with-ai-powered-data-analytics-classroom-facilitated-practical-training,(organic),17,2,17,9,25,24,1.041666667,78.51763683,0.166666667,13,17,2,17,9,25,24,1.041666667,78.51763683,0.166666667,13,
/adult-learner/course-detail/NYP-SI4064_001/drive-conversions-and-optimise-returns-with-social-and-influencer-marketing,(direct),17,7,17,0,19,18,1.055555556,4.826732167,0.333333333,8,17,7,17,0,19,18,1.055555556,4.826732167,0.333333333,8,
/adult-learner/course-detail/NYP-WSCD11_008/develop-marketing-campaigns,(direct),17,1,17,4,20,21,0.952380952,7.187890571,0.095238095,0,17,1,17,4,20,21,0.952380952,7.187890571,0.095238095,0,
/adult-learner/course-types/recommended/business,(not set),17,2,15,13,30,22,1.363636364,149.6902648,0.272727273,13,17,2,15,13,30,22,1.363636364,149.6902648,0.272727273,13,
/adult-learner,1.20218E+17,16,0,16,3,24,17,1.411764706,111.5159791,0.058823529,4,16,0,16,3,24,17,1.411764706,111.5159791,0.058823529,4,
/adult-learner,2024s2-sbm-shortcourses,16,0,14,14,36,27,1.333333333,180.5521342,0.333333333,14,16,0,14,14,36,27,1.333333333,180.5521342,0.333333333,14,
/adult-learner/course-detail/NYP-BMDP04/diploma-in-business-practice-customer-relationship-and-service-management,oh2025,16,0,16,10,19,17,1.117647059,36.18156047,0.058823529,10,16,0,16,10,19,17,1.117647059,36.18156047,0.058823529,10,
/adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,(referral),16,9,15,6,26,30,0.866666667,162.5626922,0.433333333,19,16,9,15,6,26,30,0.866666667,162.5626922,0.433333333,19,
/adult-learner/course-detail/NYP-CB231010/1-day-hands-on-pay-per-click-search-advertising,(organic),16,8,15,6,21,19,1.105263158,261.6648906,0.157894737,12,16,8,15,6,21,19,1.105263158,261.6648906,0.157894737,12,
/adult-learner/course-detail/NYP-CB241010/sustainability-at-our-core-essentials-of-climate-risk,(organic),16,2,16,8,17,17,1,25.22201294,0,5,16,2,16,8,17,17,1,25.22201294,0,5,
/adult-learner/course-detail/NYP-CE1231/coding-for-beginners,(referral),16,15,16,1,16,17,0.941176471,67.78689012,0.235294118,16,16,15,16,1,16,17,0.941176471,67.78689012,0.235294118,16,
/adult-learner/course-detail/NYP-CE2008/simple-ways-for-beginners-to-learn-coding,cet-q1-2025,16,0,16,2,16,16,1,32.44304463,0,6,16,0,16,2,16,16,1,32.44304463,0,6,
/adult-learner/course-detail/NYP-CE241005/medical-device-electrical-safety-testing-iec60601iec62353-and-functional-analysis,(organic),16,5,16,4,20,17,1.176470588,116.8793938,0.176470588,10,16,5,16,4,20,17,1.176470588,116.8793938,0.176470588,10,
/adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,cet-q1-2025#cybersecurity,16,0,16,5,26,18,1.444444444,32.47651161,0,8,16,0,16,5,26,18,1.444444444,32.47651161,0,8,
/adult-learner/course-detail/NYP-CL1367/audit-management-i-synchronous-and-asynchronous,(organic),16,8,16,5,17,18,0.944444444,32.75284783,0.277777778,7,16,8,16,5,17,18,0.944444444,32.75284783,0.277777778,7,
/adult-learner/course-detail/NYP-CX241001/digital-photography-for-working-professionals,cet-q1-2025#personal-development,16,0,16,2,22,16,1.375,32.70235219,0,10,16,0,16,2,22,16,1.375,32.70235219,0,10,
/adult-learner/course-detail/NYP-CX241003/storytelling-using-generative-artificial-intelligence,(referral),16,5,16,9,17,21,0.80952381,70.22343157,0.380952381,7,16,5,16,9,17,21,0.80952381,70.22343157,0.380952381,7,
/adult-learner/course-detail/NYP-DXSP01/specialist-diploma-in-smart-project-and-facilities-management,1.20218E+17,16,0,10,9,20,17,1.176470588,94.919338,0.352941176,16,16,0,10,9,20,17,1.176470588,94.919338,0.352941176,16,
/adult-learner/course-detail/NYP-DXSP07/specialist-diploma-in-user-experience-design-and-management,1.20218E+17,16,1,9,7,18,18,1,86.80662922,0.666666667,14,16,1,9,7,18,18,1,86.80662922,0.666666667,14,
/adult-learner/course-detail/NYP-EGDP07/diploma-in-engineering-public-transport-operations,(referral),16,1,16,10,21,21,1,118.2491789,0.047619048,9,16,1,16,10,21,21,1,118.2491789,0.047619048,9,
/adult-learner/course-detail/NYP-HSAF29/advanced-diploma-in-nursing-medical-surgical,(direct),16,1,16,6,17,18,0.944444444,61.16330344,0.166666667,6,16,1,16,6,17,18,0.944444444,61.16330344,0.166666667,6,
/adult-learner/course-detail/NYP-ITDP04/diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,(not set),16,0,16,5,24,18,1.333333333,256.4291364,0,6,16,0,16,5,24,18,1.333333333,256.4291364,0,6,
/adult-learner/course-detail/NYP-ITDP04/diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,oh2025,16,0,16,10,38,29,1.310344828,286.0471666,0,10,16,0,16,10,38,29,1.310344828,286.0471666,0,10,
/adult-learner/course-detail/NYP-ITSP09/specialist-diploma-in-business-and-big-data-analytics,(not set),16,0,15,12,21,24,0.875,134.2371682,0.208333333,15,16,0,15,12,21,24,0.875,134.2371682,0.208333333,15,
/adult-learner/course-detail/NYP-SI4024_027/insights-to-social-and-influencer-marketing,(direct),16,2,16,0,16,16,1,2.835888875,0.0625,3,16,2,16,0,16,16,1,2.835888875,0.0625,3,
/adult-learner/course-detail/NYP-SI4024_035/mastering-the-art-of-making-a-powerful-sales-pitch-classroom-facilitated,(direct),16,3,16,0,16,17,0.941176471,8.805319294,0.117647059,2,16,3,16,0,16,17,0.941176471,8.805319294,0.117647059,2,
/adult-learner/course-detail/NYP-SI4024_038/mastering-the-art-of-making-a-powerful-sales-pitch-classroom-facilitated-asynchronous-e-learning,(organic),16,0,16,8,18,18,1,65.73908478,0.055555556,4,16,0,16,8,18,18,1,65.73908478,0.055555556,4,
/adult-learner/course-detail/NYP-SI4024_042/sustainability-everyday-grow-green-and-learn-mobile-photography-with-ecommerce-tips-classroom-facilitated-asynchronous-e-learning,cet-q1-2025,16,0,16,3,17,17,1,112.947152,0,4,16,0,16,3,17,17,1,112.947152,0,4,
/adult-learner/course-detail/NYP-SI4025_018/social-and-influencer-marketing-drive-conversions-and-optimise-returns-classroom-facilitated,(organic),16,0,16,8,33,28,1.178571429,140.0989756,0.285714286,14,16,0,16,8,33,28,1.178571429,140.0989756,0.285714286,14,
/adult-learner/course-detail/NYP-SI4047_001/boost-your-business-with-social-commerce-part-1,(direct),16,2,16,0,16,17,0.941176471,1.250122118,0.117647059,6,16,2,16,0,16,17,0.941176471,1.250122118,0.117647059,6,
/adult-learner/course-detail/NYP-SI7025_014/sf-series-personal-online-branding-classroom-facilitated,(organic),16,1,16,6,22,16,1.375,196.1027164,0,3,16,1,16,6,22,16,1.375,196.1027164,0,3,
/adult-learner/course-detail/NYP-SI7026_003/tapping-into-the-power-of-instagram-for-selling-classroom-facilitated,cet-q1-2025,16,0,16,3,19,17,1.117647059,51.59750976,0.058823529,9,16,0,16,3,19,17,1.117647059,51.59750976,0.058823529,9,
/adult-learner/course-detail/NYP-WSCV02_008/chocolate-bliss,cet-q1-2025,16,0,16,2,18,17,1.058823529,95.49215341,0.058823529,4,16,0,16,2,18,17,1.058823529,95.49215341,0.058823529,4,
/adult-learner/course-detail/NYP-WSQV01_001/service-excellence-sf-associate,(direct),16,0,16,4,17,17,1,5.468163059,0,3,16,0,16,4,17,17,1,5.468163059,0,3,
/adult-learner/course-types/post-diploma-programmes,2024S2-sbm-acet,16,0,16,8,28,19,1.473684211,48.53222842,0,6,16,0,16,8,28,19,1.473684211,48.53222842,0,6,
/adult-learner/course-types/post-diploma-programmes/engineering,oh2025,16,0,16,4,16,16,1,65.03687169,0.0625,8,16,0,16,4,16,16,1,65.03687169,0.0625,8,
/adult-learner/course-types/recommended/applied-science,(referral),16,12,16,2,36,30,1.2,241.9603139,0.133333333,23,16,12,16,2,36,30,1.2,241.9603139,0.133333333,23,
/adult-learner/funding/financial-matters-assistance,(not set),16,1,13,11,27,24,1.125,236.080143,0.291666667,17,16,1,13,11,27,24,1.125,236.080143,0.291666667,17,
/adult-learner/skillsfuture-level-up,OH25,16,0,16,15,21,19,1.105263158,33.11289858,0.052631579,2,16,0,16,15,21,19,1.105263158,33.11289858,0.052631579,2,
/adult-learner/course-detail/NYP-CB1277/introduction-to-the-coffee-business,(referral),15,14,15,4,21,21,1,237.3702712,0.333333333,16,15,14,15,4,21,21,1,237.3702712,0.333333333,16,
/adult-learner/course-detail/NYP-CB1571/how-to-build-a-profit-driven-business,(organic),15,4,15,6,18,18,1,70.57622172,0.166666667,9,15,4,15,6,18,18,1,70.57622172,0.166666667,9,
/adult-learner/course-detail/NYP-CB231023/sustainability-in-sourcing-and-procurement-strategies,(referral),15,4,15,7,21,19,1.105263158,253.0263943,0.052631579,11,15,4,15,7,21,19,1.105263158,253.0263943,0.052631579,11,
/adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,(referral),15,6,15,4,16,18,0.888888889,70.08511028,0.222222222,9,15,6,15,4,16,18,0.888888889,70.08511028,0.222222222,9,
/adult-learner/course-detail/NYP-CE1305/hands-on-3d-printing-and-modelling,(referral),15,13,15,1,111,108,1.027777778,487.6399701,0.842592593,105,15,13,15,1,111,108,1.027777778,487.6399701,0.842592593,105,
/adult-learner/course-detail/NYP-CE1354/electric-vehicle-and-charging-system-classroom-and-synchronous-elearning,cet-q1-2025,15,0,15,5,17,16,1.0625,41.2840285,0,4,15,0,15,5,17,16,1.0625,41.2840285,0,4,
/adult-learner/course-detail/NYP-CE1535/build-mobile-apps-with-no-code-platform,(referral),15,14,15,2,17,16,1.0625,85.63615663,0.125,14,15,14,15,2,17,16,1.0625,85.63615663,0.125,14,
/adult-learner/course-detail/NYP-CE241004/open-sound-control-based-synchronization-of-immersive-audio-systems,(organic),15,3,15,3,15,15,1,47.35471147,0,5,15,3,15,3,15,15,1,47.35471147,0,5,
/adult-learner/course-detail/NYP-CE241004/open-sound-control-based-synchronization-of-immersive-audio-systems,cet-q1-2025#personal-development,15,0,15,2,15,15,1,19.82417007,0,3,15,0,15,2,15,15,1,19.82417007,0,3,
/adult-learner/course-detail/NYP-CH231004/leading-self-in-organisations,(organic),15,3,15,7,19,17,1.117647059,135.1167516,0.058823529,8,15,3,15,7,19,17,1.117647059,135.1167516,0.058823529,8,
/adult-learner/course-detail/NYP-CI1081/data-analytics-for-workplace,(referral),15,7,15,3,16,17,0.941176471,258.4368242,0.117647059,10,15,7,15,3,16,17,0.941176471,258.4368242,0.117647059,10,
/adult-learner/course-detail/NYP-CI1276/app-development-with-swift,(direct),15,6,15,7,33,29,1.137931034,247.4392272,0.275862069,16,15,6,15,7,33,29,1.137931034,247.4392272,0.275862069,16,
/adult-learner/course-detail/NYP-CL0524/the-science-of-aging-gracefully-diet-exercise-and-skin-care,(organic),15,0,15,7,18,17,1.058823529,30.63887682,0,2,15,0,15,7,18,17,1.058823529,30.63887682,0,2,
/adult-learner/course-detail/NYP-CX1497/blender-for-beginners,cet-q1-2025,15,0,15,3,15,15,1,98.04775727,0,2,15,0,15,3,15,15,1,98.04775727,0,2,
/adult-learner/course-detail/NYP-CX245004/digital-content-and-visual-design-with-generative-ai,(organic),15,0,15,6,17,16,1.0625,36.81373425,0,1,15,0,15,6,17,16,1.0625,36.81373425,0,1,
/adult-learner/course-detail/NYP-EG107W/apply-computer-aided-design-cad-techniques,cet-q1-2025,15,0,15,3,18,15,1.2,64.6220144,0,5,15,0,15,3,18,15,1.2,64.6220144,0,5,
/adult-learner/course-detail/NYP-EG902W/apply-computer-aided-design-cad-techniques-for-additive-manufacturing-pe-sf,(organic),15,9,15,4,27,23,1.173913043,75.66953813,0.347826087,16,15,9,15,4,27,23,1.173913043,75.66953813,0.347826087,16,
/adult-learner/course-detail/NYP-EGSP14/specialist-diploma-in-edge-intelligence-and-embedded-systems,cet-q1-2025,15,0,15,5,21,18,1.166666667,156.5017833,0,6,15,0,15,5,21,18,1.166666667,156.5017833,0,6,
/adult-learner/course-detail/NYP-HSAF42/advanced-diploma-in-nursing-medical-surgical-adms1,(not set),15,3,15,6,16,16,1,46.17626131,0.125,5,15,3,15,6,16,16,1,46.17626131,0.125,5,
/adult-learner/course-detail/NYP-JC1A21/coaching-for-the-workplace,cet-q1-2025,15,0,15,4,16,15,1.066666667,44.3762422,0,6,15,0,15,4,16,15,1.066666667,44.3762422,0,6,
/adult-learner/course-detail/NYP-NYP-CB1264/advanced-hr-analytics-using-data-modelling-to-improve-human-capital-performance,(direct),15,5,15,4,15,16,0.9375,72.6317655,0.125,7,15,5,15,4,15,16,0.9375,72.6317655,0.125,7,
/adult-learner/course-detail/NYP-SI4025_017/digital-entrepreneurship-in-the-era-of-cross-border-e-commerce-mastering-selling-strategies-on-amazoncom-classroom-facilitated,(organic),15,4,15,6,29,25,1.16,78.31070672,0.16,16,15,4,15,6,29,25,1.16,78.31070672,0.16,16,
/adult-learner/course-detail/NYP-SI4025_019/live-streaming-boost-your-e-commerce-sales-classroom-facilitated-asynchronous-e-learning,(direct),15,1,15,4,21,20,1.05,14.20587375,0.1,7,15,1,15,4,21,20,1.05,14.20587375,0.1,7,
/adult-learner/course-detail/NYP-SI4064_003/level-up-customer-engagement-through-live-streaming,(direct),15,4,15,1,16,16,1,1.550007125,0,1,15,4,15,1,16,16,1,1.550007125,0,1,
/adult-learner/course-detail/NYP-SI7026_002/basics-in-content-generation-classroom-facilitated,cet-q1-2025,15,0,15,2,18,17,1.058823529,31.16846253,0,3,15,0,15,2,18,17,1.058823529,31.16846253,0,3,
/adult-learner/course-detail/NYP-SI8038_001/ang-ku-kueh-delights,(organic),15,2,15,5,18,16,1.125,193.0793732,0,3,15,2,15,5,18,16,1.125,193.0793732,0,3,
/adult-learner/course-detail/NYP-SI8043_001/wagashi,(organic),15,0,15,4,17,15,1.133333333,98.31301213,0,2,15,0,15,4,17,15,1.133333333,98.31301213,0,2,
/adult-learner/course-detail/NYP-WSCC10_019/food-safety-course-level-1,(organic),15,2,15,4,19,16,1.1875,72.76190725,0,7,15,2,15,4,19,16,1.1875,72.76190725,0,7,
/adult-learner/course-detail/NYP-WSCV01_007/prepare-noodle-dishes,(organic),15,0,15,6,17,16,1.0625,74.83092275,0.0625,3,15,0,15,6,17,16,1.0625,74.83092275,0.0625,3,
/adult-learner/course-detail/NYP-WSQD02_065/social-media-marketing-sf-manager,(organic),15,7,14,3,16,15,1.066666667,194.3804091,0.133333333,12,15,7,14,3,16,15,1.066666667,194.3804091,0.133333333,12,
/adult-learner/skillsfuture-credit,OH25,15,1,13,11,23,17,1.352941176,31.06981135,0.176470588,7,15,1,13,11,23,17,1.352941176,31.06981135,0.176470588,7,
/adult-learner/course-detail/NYP-BMDP06/diploma-in-business-practice-supply-chain-management,oh2025,14,0,14,7,20,18,1.111111111,108.4056968,0.111111111,11,14,0,14,7,20,18,1.111111111,108.4056968,0.111111111,11,
/adult-learner/course-detail/NYP-CB1033/digital-marketing-for-hospitality-management-a-practical-approach,(organic),14,7,14,3,14,15,0.933333333,18.99444353,0.133333333,6,14,7,14,3,14,15,0.933333333,18.99444353,0.133333333,6,
