# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
# Corp Site Adult Learner,,,,,,,,,,,,,,,,,,,,,,
# Copy of CET Campaign Results-Free form 1,,,,,,,,,,,,,,,,,,,,,,
# 20250101-20250430,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
Page path and screen class,First user campaign,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,
/adult-learner/course-detail/NYP-WSCP32_009/food-safety-course-level-1,(not set),2,0,2,2,2,2,1,54.673165,0,1,2,0,2,2,2,2,1,54.673165,0,1,
/adult-learner/course-detail/NYP-WSCP32_009/food-safety-course-level-1,cet-q1-2025#personal-development,2,0,2,0,2,2,1,2.913709,0,1,2,0,2,0,2,2,1,2.913709,0,1,
/adult-learner/course-detail/NYP-WSCP40_001/macaron-boutique,(direct),2,0,2,0,2,2,1,1.5793795,0,0,2,0,2,0,2,2,1,1.5793795,0,0,
/adult-learner/course-detail/NYP-WSCP40_004/doughnut-frenzy,(organic),2,2,2,0,2,2,1,4.8709665,0.5,1,2,2,2,0,2,2,1,4.8709665,0.5,1,
/adult-learner/course-detail/NYP-WSCP40_011/flaky-pastry-creations,(organic),2,0,2,2,2,3,0.666666667,29.954505,0.333333333,0,2,0,2,2,2,3,0.666666667,29.954505,0.333333333,0,
/adult-learner/course-detail/NYP-WSCP40_012/flower-bouquet-cupcakes,(organic),2,1,2,1,2,2,1,29.331259,0.5,1,2,1,2,1,2,2,1,29.331259,0.5,1,
/adult-learner/course-detail/NYP-WSCP49_003/fabrication-of-meat-and-poultry-part-of-sctp,cet-q1-2025,2,0,2,2,2,2,1,43.5022275,0,1,2,0,2,2,2,2,1,43.5022275,0,1,
/adult-learner/course-detail/NYP-WSCP51_002/food-safety-course-level-1-part-of-sctp,(organic),2,0,2,0,2,2,1,730.4594175,0,0,2,0,2,0,2,2,1,730.4594175,0,0,
/adult-learner/course-detail/NYP-WSCP52_001/pwm-food-services-food-safety-course-level-3,cet-q1-2025#personal-development,2,0,2,0,2,2,1,0.7822465,0,1,2,0,2,0,2,2,1,0.7822465,0,1,
/adult-learner/course-detail/NYP-WSCP60_001/pastry-preparation-4-part-of-sctp,(organic),2,0,2,1,4,2,2,23.130501,0,0,2,0,2,1,4,2,2,23.130501,0,0,
/adult-learner/course-detail/NYP-WSCP65_001/prepare-western-dry-heat-cooked-dishes-part-of-sctp,(direct),2,0,2,0,2,2,1,3.638186,0,1,2,0,2,0,2,2,1,3.638186,0,1,
/adult-learner/course-detail/NYP-WSCP69_001/prepare-basic-chinese-moist-heat-cooked-dishes-part-of-sctp,(direct),2,0,2,0,2,2,1,55.7770225,0,1,2,0,2,0,2,2,1,55.7770225,0,1,
/adult-learner/course-detail/NYP-WSCP78_001/prepare-advanced-chinese-moist-heat-cooked-dishes-part-of-sctp,(direct),2,0,2,1,2,2,1,336.534884,0,0,2,0,2,1,2,2,1,336.534884,0,0,
/adult-learner/course-detail/NYP-WSCP83_001/prepare-asian-desserts-part-of-sctp,(organic),2,0,2,0,2,2,1,159.88762,0,1,2,0,2,0,2,2,1,159.88762,0,1,
/adult-learner/course-detail/NYP-WSCV01_001/basic-dim-sum,(not set),2,0,2,0,2,2,1,44.04034,0,1,2,0,2,0,2,2,1,44.04034,0,1,
/adult-learner/course-detail/NYP-WSCV01_001/basic-dim-sum,cet-q1-2025#personal-development,2,0,2,1,3,2,1.5,11.2621835,0,0,2,0,2,1,3,2,1.5,11.2621835,0,0,
/adult-learner/course-detail/NYP-WSCV01_004/basic-cantonese-cuisine,(referral),2,0,2,2,2,3,0.666666667,21.91783267,0,1,2,0,2,2,2,3,0.666666667,21.91783267,0,1,
/adult-learner/course-detail/NYP-WSCV01_004/basic-cantonese-cuisine,2024S2-sbm-acet,2,0,2,0,2,2,1,72.78396,0,0,2,0,2,0,2,2,1,72.78396,0,0,
/adult-learner/course-detail/NYP-WSCV01_004/basic-cantonese-cuisine,2025S1-sbm-acet,2,0,2,1,2,2,1,7.6153745,0,1,2,0,2,1,2,2,1,7.6153745,0,1,
/adult-learner/course-detail/NYP-WSCV01_005/advanced-cantonese-cuisine,(not set),2,0,2,1,6,2,3,908.1292835,0,0,2,0,2,1,6,2,3,908.1292835,0,0,
/adult-learner/course-detail/NYP-WSCV01_005/advanced-cantonese-cuisine,(referral),2,0,2,1,2,2,1,13.1248525,0,2,2,0,2,1,2,2,1,13.1248525,0,2,
/adult-learner/course-detail/NYP-WSCV01_008/hawker-noodle-dishes,(not set),2,0,2,0,2,2,1,42.4454005,0,0,2,0,2,0,2,2,1,42.4454005,0,0,
/adult-learner/course-detail/NYP-WSCV01_008/hawker-noodle-dishes,2025S1-sbm-acet,2,0,2,1,2,2,1,31.6501085,0,0,2,0,2,1,2,2,1,31.6501085,0,0,
/adult-learner/course-detail/NYP-WSCV01_010/prepare-basic-sushi,2025S1-sbm-acet,2,0,2,2,3,3,1,118.8809543,0,2,2,0,2,2,3,3,1,118.8809543,0,2,
/adult-learner/course-detail/NYP-WSCV01_010/prepare-basic-sushi,oh2025,2,0,2,2,3,2,1.5,65.394447,0,1,2,0,2,2,3,2,1.5,65.394447,0,1,
/adult-learner/course-detail/NYP-WSCV01_012/zi-char-favourites,(referral),2,0,2,0,2,2,1,80.0444495,0,0,2,0,2,0,2,2,1,80.0444495,0,0,
/adult-learner/course-detail/NYP-WSCV01_013/sedaplicious-indonesian-flavours,cet-q1-2025#personal-development,2,0,2,1,3,2,1.5,30.6421505,0,0,2,0,2,1,3,2,1.5,30.6421505,0,0,
/adult-learner/course-detail/NYP-WSCV01_015/savoury-vietnamese-delights,2025S1-sbm-acet,2,0,2,2,2,2,1,23.657622,0,0,2,0,2,2,2,2,1,23.657622,0,0,
/adult-learner/course-detail/NYP-WSCV01_016/savoury-korean-delights,2025S1-sbm-acet,2,0,2,2,2,2,1,9.7358405,0,0,2,0,2,2,2,2,1,9.7358405,0,0,
/adult-learner/course-detail/NYP-WSCV01_016/savoury-korean-delights,cet-q1-2025#digital-marketing,2,0,2,2,2,3,0.666666667,4.828710667,0.333333333,1,2,0,2,2,2,3,0.666666667,4.828710667,0.333333333,1,
/adult-learner/course-detail/NYP-WSCV02_001/healthy-vegan-and-gluten-free-creations,(not set),2,1,2,1,2,2,1,13.3883065,0,1,2,1,2,1,2,2,1,13.3883065,0,1,
/adult-learner/course-detail/NYP-WSCV02_006/decorative-cupcakes,(not set),2,0,2,0,2,2,1,0.1125935,0,1,2,0,2,0,2,2,1,0.1125935,0,1,
/adult-learner/course-detail/NYP-WSCV02_008/chocolate-bliss,2025S1-sbm-acet,2,0,2,2,2,2,1,4.908056,0,0,2,0,2,2,2,2,1,4.908056,0,0,
/adult-learner/course-detail/NYP-WSCV02_009/classic-french-cakes,cet-q1-2025#personal-development,2,0,2,0,2,2,1,18.393266,0,2,2,0,2,0,2,2,1,18.393266,0,2,
/adult-learner/course-detail/NYP-WSCV02_011/japanese-cakes-and-pastries,oh2025,2,0,2,2,2,2,1,16.8367315,0,0,2,0,2,2,2,2,1,16.8367315,0,0,
/adult-learner/course-detail/NYP-WSCV04_002/caf-style-breads,(referral),2,0,2,0,2,2,1,32.7042565,0,0,2,0,2,0,2,2,1,32.7042565,0,0,
/adult-learner/course-detail/NYP-WSCV04_002/caf-style-breads,cet-q1-2025#digital-marketing,2,0,2,1,2,2,1,51.028669,0,1,2,0,2,1,2,2,1,51.028669,0,1,
/adult-learner/course-detail/NYP-WSCV04_002/caf-style-breads,cet-q1-2025#personal-development,2,0,2,1,2,2,1,26.648533,0,2,2,0,2,1,2,2,1,26.648533,0,2,
/adult-learner/course-detail/NYP-WSCV04_002/caf-style-breads,oh2025,2,0,2,0,2,2,1,14.3372945,0,1,2,0,2,0,2,2,1,14.3372945,0,1,
/adult-learner/course-detail/NYP-WSCV04_003/croissant,2025S1-sbm-acet,2,0,2,1,2,2,1,14.847403,0,0,2,0,2,1,2,2,1,14.847403,0,0,
/adult-learner/course-detail/NYP-WSCV05_002/wines-of-the-new-world,(organic),2,0,2,0,2,2,1,26.2090935,0,0,2,0,2,0,2,2,1,26.2090935,0,0,
/adult-learner/course-detail/NYP-WSCV07_001/food-safety-course-level-4,2025S1-sbm-acet,2,0,2,1,3,2,1.5,75.355931,0,0,2,0,2,1,3,2,1.5,75.355931,0,0,
/adult-learner/course-detail/NYP-WSCY03_801/sctp-higher-certificate-in-food-services-culinary-arts-part-time,(referral),2,0,2,2,2,2,1,12.780459,0,2,2,0,2,2,2,2,1,12.780459,0,2,
/adult-learner/course-detail/NYP-WSCY03_801/sctp-higher-certificate-in-food-services-culinary-arts-part-time,2025S1-sbm-acet,2,0,2,2,2,2,1,18.110304,0,0,2,0,2,2,2,2,1,18.110304,0,0,
/adult-learner/course-detail/NYP-WSCY04_801/sctp-higher-certificate-in-food-services-pastry-and-baking-part-time,2025S1-sbm-acet,2,0,2,1,2,2,1,5.7101925,0,0,2,0,2,1,2,2,1,5.7101925,0,0,
/adult-learner/course-detail/NYP-WSCY04_801/sctp-higher-certificate-in-food-services-pastry-and-baking-part-time,oh2025,2,0,2,2,5,3,1.666666667,19.44533467,0,1,2,0,2,2,5,3,1.666666667,19.44533467,0,1,
/adult-learner/course-detail/NYP-WSCY05_801/sctp-advanced-certificate-in-food-services-culinary-arts-part-time,oh2025,2,0,2,2,4,3,1.333333333,19.41428433,0,1,2,0,2,2,4,3,1.333333333,19.41428433,0,1,
/adult-learner/course-detail/NYP-WSCY15_801/sctp-culinary-kitchen-operations-specialist-full-time-ta-eligible,(referral),2,0,2,1,3,3,1,65.34608467,0.333333333,1,2,0,2,1,3,3,1,65.34608467,0.333333333,1,
/adult-learner/course-detail/NYP-WSQA04_007/service-coaching-sf-supervisor-classroom,(referral),2,1,2,0,2,2,1,43.670631,0,1,2,1,2,0,2,2,1,43.670631,0,1,
/adult-learner/course-detail/NYP-WSQA04_025/service-planning-and-implementation-sf-supervisor,(direct),2,0,2,2,2,2,1,22.420594,0,0,2,0,2,2,2,2,1,22.420594,0,0,
/adult-learner/course-detail/NYP-WSQC05_014/pwm-retail-adapt-to-change-sf-associate,cet-q1-2025,2,0,2,1,2,2,1,20.8427575,0,0,2,0,2,1,2,2,1,20.8427575,0,0,
/adult-learner/course-detail/NYP-WSQD02_801/diploma-in-retail-e-commerce-omni-channel,(organic),2,0,2,0,2,2,1,66.5754185,0,0,2,0,2,0,2,2,1,66.5754185,0,0,
/adult-learner/course-detail/NYP-WSQD02_802/diploma-in-retail-operations,cet-q1-2025,2,0,2,0,2,2,1,508.9910025,0,1,2,0,2,0,2,2,1,508.9910025,0,1,
/adult-learner/course-detail/NYP-WSQD03-029/personal-effectiveness-sf-operations-manager-wsp-synchronous-e-learning,(direct),2,0,2,0,2,2,1,96.69744,0,0,2,0,2,0,2,2,1,96.69744,0,0,
/adult-learner/course-detail/NYP-WSQD03-029/personal-effectiveness-sf-operations-manager-wsp-synchronous-e-learning,(organic),2,0,2,1,3,2,1.5,91.654184,0,0,2,0,2,1,3,2,1.5,91.654184,0,0,
/adult-learner/course-detail/NYP-WSQD03-029/personal-effectiveness-sf-operations-manager-wsp-synchronous-e-learning,cet-q1-2025,2,0,2,1,2,2,1,54.424517,0,0,2,0,2,1,2,2,1,54.424517,0,0,
/adult-learner/course-detail/NYP-WSQD03_801/specialist-diploma-in-retail-operations,(direct),2,0,2,2,2,2,1,56.244808,0,1,2,0,2,2,2,2,1,56.244808,0,1,
/adult-learner/course-detail/NYP-WSQP53_001/business-environment-analysis-sf-operations-manager-wsp,cet-q1-2025,2,0,2,0,2,2,1,10.1874305,0,1,2,0,2,0,2,2,1,10.1874305,0,1,
/adult-learner/course-detail/NYP-WSQV01_004/workplace-communication-sf-associate-synchronous-e-learning,(direct),2,0,2,1,2,2,1,15.315276,0,1,2,0,2,1,2,2,1,15.315276,0,1,
/adult-learner/course-detail/NYP-WSQV02_002/adapt-to-change-sf-supervisor-synchronous-e-learning,(direct),2,0,2,2,2,2,1,67.846726,0,0,2,0,2,2,2,2,1,67.846726,0,0,
/adult-learner/course-detail/NYP-WSQV03_003/workplace-communications-sf-manager,2025S1-sbm-acet,2,0,2,2,2,2,1,14.4368615,0,0,2,0,2,2,2,2,1,14.4368615,0,0,
/adult-learner/course-detail/NYP-WSQV03_006/workplace-communications-sf-manager-synchronous-e-learning,(organic),2,0,2,0,2,2,1,21.7609265,0,2,2,0,2,0,2,2,1,21.7609265,0,2,
/adult-learner/course-detail/NYP-WSQV03_006/workplace-communications-sf-manager-synchronous-e-learning,cet-q1-2025,2,0,2,0,2,2,1,3.0016905,0,2,2,0,2,0,2,2,1,3.0016905,0,2,
/adult-learner/course-detail/NYP-WSQV03_008/service-leadership-sf-manager,cet-q1-2025#personal-development,2,0,2,0,2,2,1,9.437057,0,2,2,0,2,0,2,2,1,9.437057,0,2,
/adult-learner/course-detail/NYP-WSQV03_015/financial-analysis-sf-manager-synchronous-e-learning,cet-q1-2025,2,0,2,0,2,2,1,118.8059875,0,0,2,0,2,0,2,2,1,118.8059875,0,0,
/adult-learner/course-detail/nyp-cl1082/overview-of-sustainable-and-renewable-energy-technologies-for-a-smart-city,(referral),2,0,2,0,4,2,2,231.8421105,0,2,2,0,2,0,4,2,2,231.8421105,0,2,
/adult-learner/course-types/brown-bag-learning,(referral),2,0,2,2,15,12,1.25,391.3571687,0.166666667,3,2,0,2,2,15,12,1.25,391.3571687,0.166666667,3,
/adult-learner/course-types/brown-bag-learning,2025S1-sbm-acet,2,0,2,0,2,2,1,16.337048,0,0,2,0,2,0,2,2,1,16.337048,0,0,
/adult-learner/course-types/career-transition-conversion-programmes,1.20218E+17,2,0,2,0,2,2,1,21.157363,0,0,2,0,2,0,2,2,1,21.157363,0,0,
/adult-learner/course-types/career-transition-conversion-programmes,1.20218E+17,2,0,2,0,2,2,1,20.3906795,0,0,2,0,2,0,2,2,1,20.3906795,0,0,
/adult-learner/course-types/career-transition-conversion-programmes,1.20218E+17,2,0,2,1,4,3,1.333333333,9.137918,0,0,2,0,2,1,4,3,1.333333333,9.137918,0,0,
/adult-learner/course-types/career-transition-conversion-programmes,2024s2-sbm-shortcourses,2,0,2,2,2,2,1,16.553897,0,1,2,0,2,2,2,2,1,16.553897,0,1,
/adult-learner/course-types/career-transition-conversion-programmes,OH25,2,0,2,1,2,2,1,21.955493,0,0,2,0,2,1,2,2,1,21.955493,0,0,
/adult-learner/course-types/part-time-diplomas-certificates,1.20218E+17,2,0,2,0,2,2,1,8.1212545,0,0,2,0,2,0,2,2,1,8.1212545,0,0,
/adult-learner/course-types/part-time-diplomas-certificates,cet-q1-2025#cybersecurity,2,0,1,1,2,3,0.666666667,2.119104333,0.666666667,2,2,0,1,1,2,3,0.666666667,2.119104333,0.666666667,2,
/adult-learner/course-types/part-time-diplomas-certificates,cet-q1-2025#digital-marketing,2,1,2,0,3,2,1.5,16.8889825,0.5,1,2,1,2,0,3,2,1.5,16.8889825,0.5,1,
/adult-learner/course-types/part-time-diplomas-certificates,cet-q1-2025#sustainability,2,0,2,0,3,2,1.5,495.705588,0,1,2,0,2,0,3,2,1.5,495.705588,0,1,
/adult-learner/course-types/part-time-diplomas-certificates,eae-fest-2024,2,0,2,2,3,2,1.5,101.868729,0,2,2,0,2,2,3,2,1.5,101.868729,0,2,
/adult-learner/course-types/post-diploma-programmes,1.20218E+17,2,0,2,0,3,2,1.5,203.808348,0,0,2,0,2,0,3,2,1.5,203.808348,0,0,
/adult-learner/course-types/post-diploma-programmes,1.20218E+17,2,0,2,0,3,2,1.5,25.8356305,0,0,2,0,2,0,3,2,1.5,25.8356305,0,0,
/adult-learner/course-types/post-diploma-programmes,cet-q1-2025#personal-development,2,0,2,2,7,4,1.75,43.67445275,0,0,2,0,2,2,7,4,1.75,43.67445275,0,0,
/adult-learner/course-types/post-diploma-programmes/business-management,cet-q1-2025#personal-development,2,0,2,2,2,2,1,20.301967,0,0,2,0,2,2,2,2,1,20.301967,0,0,
/adult-learner/course-types/post-diploma-programmes/design-media,1.20218E+17,2,0,2,0,2,2,1,30.306102,0,0,2,0,2,0,2,2,1,30.306102,0,0,
/adult-learner/course-types/post-diploma-programmes/design-media,1.20218E+17,2,0,2,0,8,3,2.666666667,36.135601,0.333333333,0,2,0,2,0,8,3,2.666666667,36.135601,0.333333333,0,
/adult-learner/course-types/post-diploma-programmes/design-media,1.20218E+17,2,0,2,0,2,2,1,34.5938165,0,0,2,0,2,0,2,2,1,34.5938165,0,0,
/adult-learner/course-types/post-diploma-programmes/engineering,1.20218E+17,2,0,2,0,2,2,1,25.6703765,0,0,2,0,2,0,2,2,1,25.6703765,0,0,
/adult-learner/course-types/post-diploma-programmes/engineering,1.20218E+17,2,0,2,0,2,2,1,418.016921,0,0,2,0,2,0,2,2,1,418.016921,0,0,
/adult-learner/course-types/post-diploma-programmes/engineering,2024S2-sbm-acet,2,0,2,2,3,3,1,13.581512,0,1,2,0,2,2,3,3,1,13.581512,0,1,
/adult-learner/course-types/post-diploma-programmes/engineering/stories/inspiring-alumnus-Tan-Aik-Khoon,cet-q1-2025,2,0,2,1,2,2,1,12.702455,0,0,2,0,2,1,2,2,1,12.702455,0,0,
/adult-learner/course-types/post-diploma-programmes/health-social-sciences,1.20218E+17,2,0,2,0,2,2,1,9.395195,0,0,2,0,2,0,2,2,1,9.395195,0,0,
/adult-learner/course-types/post-diploma-programmes/information-technology,1.20218E+17,2,0,2,0,2,2,1,30.172356,0,0,2,0,2,0,2,2,1,30.172356,0,0,
/adult-learner/course-types/post-diploma-programmes/information-technology,1.20218E+17,2,0,2,0,2,2,1,17.837397,0,0,2,0,2,0,2,2,1,17.837397,0,0,
/adult-learner/course-types/post-diploma-programmes/information-technology,1.20218E+17,2,0,2,0,4,2,2,299.878959,0,0,2,0,2,0,4,2,2,299.878959,0,0,
/adult-learner/course-types/recommended/applied-science|https://www.nyp.edu.sg/adult-learner/course-detail/NYP-CL240005/food-safety-and-cold-chain-management|https://www.nyp.edu.sg/adult-learner/course-detail/NYP-CL1249/good-manufacturing-practices-gmp-what-you-need-to-know,(direct),2,2,2,0,2,2,1,19.3884205,0.5,2,2,2,2,0,2,2,1,19.3884205,0.5,2,
/adult-learner/course-types/recommended/applied-science|https://www.nyp.edu.sg/adult-learner/course-detail/NYP-CL240005/food-safety-and-cold-chain-management|https://www.nyp.edu.sg/adult-learner/course-detail/NYP-CL1249/good-manufacturing-practices-gmp-what-you-need-to-know,(referral),2,2,2,0,2,2,1,15.2761845,0.5,2,2,2,2,0,2,2,1,15.2761845,0.5,2,
/adult-learner/course-types/recommended/business,(cross-network),2,2,2,0,2,2,1,0,1,2,2,2,2,0,2,2,1,0,1,2,
/adult-learner/course-types/recommended/business,1.20214E+17,2,2,2,1,6,6,1,0,1,6,2,2,2,1,6,6,1,0,1,6,
/adult-learner/course-types/recommended/care-economy,(referral),2,0,2,2,2,2,1,16.8688545,0,0,2,0,2,2,2,2,1,16.8688545,0,0,
/adult-learner/course-types/recommended/care-economy,OH25,2,0,2,0,3,2,1.5,43.645947,0,1,2,0,2,0,3,2,1.5,43.645947,0,1,
/adult-learner/course-types/recommended/design-media,(not set),2,0,2,2,3,2,1.5,431.040709,0,0,2,0,2,2,3,2,1.5,431.040709,0,0,
/adult-learner/course-types/recommended/green-economy,2024s2-sbm-shortcourses,2,0,2,2,3,3,1,4.412149667,0.333333333,1,2,0,2,2,3,3,1,4.412149667,0.333333333,1,
/adult-learner/course-types/recommended/green-economy,OH25,2,0,2,2,2,2,1,7.531648,0,2,2,0,2,2,2,2,1,7.531648,0,2,
/adult-learner/course-types/short-courses,1.20218E+17,2,0,2,0,2,2,1,6.19921,0,0,2,0,2,0,2,2,1,6.19921,0,0,
/adult-learner/course-types/short-courses,1.20218E+17,2,0,2,0,3,2,1.5,16.5738495,0,0,2,0,2,0,3,2,1.5,16.5738495,0,0,
/adult-learner/course-types/short-courses/culinary,(referral),2,2,2,1,2,3,0.666666667,64.62622633,0.333333333,1,2,2,2,1,2,3,0.666666667,64.62622633,0.333333333,1,
/adult-learner/course-types/short-courses/culinary,2025S1-sbm-acet,2,0,2,2,2,2,1,81.631632,0,0,2,0,2,2,2,2,1,81.631632,0,0,
/adult-learner/course-types/short-courses/retail,cet-q1-2025,2,0,2,1,2,2,1,147.023899,0,1,2,0,2,1,2,2,1,147.023899,0,1,
/adult-learner/course-types/work-study-certificates,1.20218E+17,2,0,2,1,2,2,1,37.757053,0,0,2,0,2,1,2,2,1,37.757053,0,0,
/adult-learner/course-types/work-study-certificates,1.20218E+17,2,0,2,0,2,2,1,5.4608965,0,1,2,0,2,0,2,2,1,5.4608965,0,1,
/adult-learner/course-types/work-study-post-diplomas,1.20218E+17,2,0,2,0,3,2,1.5,78.8963315,0,0,2,0,2,0,3,2,1.5,78.8963315,0,0,
/adult-learner/find-a-course,1.2021E+17,2,0,2,2,2,2,1,112.668452,0,1,2,0,2,2,2,2,1,112.668452,0,1,
/adult-learner/funding/bursary-part-time-diploma,2024S2-sbm-acet,2,0,2,0,2,2,1,26.168611,0,1,2,0,2,0,2,2,1,26.168611,0,1,
/adult-learner/funding/bursary-part-time-diploma,OH25,2,0,2,2,3,3,1,98.88837767,0.333333333,3,2,0,2,2,3,3,1,98.88837767,0.333333333,3,
/adult-learner/funding/financial-matters-assistance,2025S1-sbm-acet,2,0,2,1,2,2,1,30.658974,0,2,2,0,2,1,2,2,1,30.658974,0,2,
/adult-learner/funding/incentives,1.20218E+17,2,0,2,0,2,2,1,17.803169,0,2,2,0,2,0,2,2,1,17.803169,0,2,
/adult-learner/skillsfuture-credit,(cross-network),2,2,2,0,2,2,1,20.7435095,0,2,2,2,2,0,2,2,1,20.7435095,0,2,
/adult-learner/skillsfuture-credit,1.2021E+17,2,0,2,2,4,2,2,371.6474405,0,2,2,0,2,2,4,2,2,371.6474405,0,2,
/adult-learner/skillsfuture-credit,1.20215E+17,2,0,2,2,7,3,2.333333333,75.68932067,0.333333333,3,2,0,2,2,7,3,2.333333333,75.68932067,0.333333333,3,
/adult-learner/skillsfuture-credit,1.20218E+17,2,0,2,1,2,2,1,31.471366,0,0,2,0,2,1,2,2,1,31.471366,0,0,
/adult-learner/skillsfuture-credit|https:/www.nyp.edu.sg/adult-learner/skillsfuture-credit|https:/www.nyp.edu.sg/adult-learner/skillsfuture-credit|https:/www.nyp.edu.sg/adult-learner/skillsfuture-credit|https:/www.nyp.edu.sg/adult-learner/skillsfuture-credit|https:/www.nyp.edu.sg,(referral),2,2,2,0,2,2,1,27.4586355,0,2,2,2,2,0,2,2,1,27.4586355,0,2,
/adult-learner/skillsfuture-level-up,1.2021E+17,2,0,2,2,3,2,1.5,91.5876645,0,0,2,0,2,2,3,2,1.5,91.5876645,0,0,
/adult-learner/skillsfuture-level-up,1.20218E+17,2,0,2,0,2,2,1,16.105161,0,0,2,0,2,0,2,2,1,16.105161,0,0,
/adult-learner/skillsfuture-level-up,1.20218E+17,2,0,1,1,2,2,1,30.202115,0.5,1,2,0,1,1,2,2,1,30.202115,0.5,1,
//adult-learner/course-type-quiz,(organic),1,0,1,1,0,1,0,5.469926,0,0,1,0,1,1,0,1,0,5.469926,0,0,
//adult-learner/course-types/short-courses,(organic),1,0,1,1,0,1,0,1.371163,0,0,1,0,1,1,0,1,0,1.371163,0,0,
/adult-learner,1.2021E+17,1,0,1,1,1,1,1,4.5931,0,0,1,0,1,1,1,1,1,4.5931,0,0,
/adult-learner,1.20215E+17,1,0,1,0,1,1,1,500.995627,0,1,1,0,1,0,1,1,1,500.995627,0,1,
/adult-learner,1.20215E+17,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,
/adult-learner,1.20217E+17,1,0,1,0,2,1,2,84.966924,0,0,1,0,1,0,2,1,2,84.966924,0,0,
/adult-learner,1.20217E+17,1,0,1,0,3,1,3,928.334559,0,0,1,0,1,0,3,1,3,928.334559,0,0,
/adult-learner,1.20217E+17,1,0,1,0,4,1,4,18.558796,0,1,1,0,1,0,4,1,4,18.558796,0,1,
/adult-learner,course-booklet-website2024,1,0,1,1,2,1,2,52.01598,0,1,1,0,1,1,2,1,2,52.01598,0,1,
/adult-learner,customised-ai-solutions,1,0,1,0,1,1,1,21.014476,0,0,1,0,1,0,1,1,1,21.014476,0,0,
/adult-learner,o-levels-mer-admissions2024,1,0,1,1,2,1,2,12.427505,0,1,1,0,1,1,2,1,2,12.427505,0,1,
/adult-learner/course-detail//NYP-BMDP04/diploma-in-business-practice-customer-relationship-and-service-management,(organic),1,0,1,1,1,2,0.5,35.02717,0.5,0,1,0,1,1,1,2,0.5,35.02717,0.5,0,
/adult-learner/course-detail/NYP-AS004Z/medication-management-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,2025S1-sbm-acet,1,0,1,0,1,1,1,18.004293,0,0,1,0,1,0,1,1,1,18.004293,0,0,
/adult-learner/course-detail/NYP-AS005Z/patient-education-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,(not set),1,0,1,0,1,1,1,0.461458,0,0,1,0,1,0,1,1,1,0.461458,0,0,
/adult-learner/course-detail/NYP-AS005Z/patient-education-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,1.20218E+17,1,0,1,0,1,1,1,0.389828,0,1,1,0,1,0,1,1,1,0.389828,0,1,
/adult-learner/course-detail/NYP-AS005Z/patient-education-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,2025S1-sbm-acet,1,0,1,1,1,1,1,89.785883,0,0,1,0,1,1,1,1,1,89.785883,0,0,
/adult-learner/course-detail/NYP-AS006Z/good-dispensing-practice-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,oh2025,1,0,1,0,1,1,1,60.998905,0,0,1,0,1,0,1,1,1,60.998905,0,0,
/adult-learner/course-detail/NYP-AS007Z/drug-information-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(referral),1,0,1,0,1,1,1,0.582329,0,0,1,0,1,0,1,1,1,0.582329,0,0,
/adult-learner/course-detail/NYP-AS008Z/medication-safety-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(referral),1,0,1,1,1,1,1,5.006786,0,0,1,0,1,1,1,1,1,5.006786,0,0,
/adult-learner/course-detail/NYP-AS010Z/automated-medication-systems-part-of-pdc4-of-advanced-diploma-in-pharmaceutical-sciences,2024S2-sbm-acet,1,0,1,0,1,1,1,1.850642,0,0,1,0,1,0,1,1,1,1.850642,0,0,
/adult-learner/course-detail/NYP-ASAP01/YWR2YW5jZW,(direct),1,0,1,0,1,1,1,1.347067,0,1,1,0,1,0,1,1,1,1.347067,0,1,
/adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,2024S2-sbm-acet,1,0,1,1,1,1,1,56.69863,0,0,1,0,1,1,1,1,1,56.69863,0,0,
/adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,OH25,1,0,1,0,1,1,1,39.356661,0,1,1,0,1,0,1,1,1,39.356661,0,1,
/adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,1.20217E+17,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,
