# ----------------------------------------
# Corp Site Adult Learner
# Copy of CET Campaign Results-Free form 1
# 20241201-20241231
# ----------------------------------------

Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
Page path and screen class,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits
/adult-learner/course-detail/NYP-SI8032_003/critical-thinking-and-problem-solving,73,12,72,11,79,77,1.025974025974026,59.17674676623376,0.09090909090909091,26,73,12,72,11,79,77,1.025974025974026,59.17674676623376,0.09090909090909091,26
/adult-learner/course-detail/NYP-CX1497/blender-for-beginners,72,24,72,12,82,84,0.9761904761904762,44.73185040476191,0.19047619047619047,27,72,24,72,12,82,84,0.9761904761904762,44.73185040476191,0.19047619047619047,27
/adult-learner/course-detail/NYP-CB1310/digital-video-production,71,40,70,7,79,75,1.0533333333333332,72.81990441333333,0.10666666666666667,50,71,40,70,7,79,75,1.0533333333333332,72.81990441333333,0.10666666666666667,50
/adult-learner/course-detail/NYP-EGSP23/specialist-diploma-in-iot-for-sustainable-solutioning,71,13,71,17,81,79,1.0253164556962024,45.22010563291139,0.05063291139240506,23,71,13,71,17,81,79,1.0253164556962024,45.22010563291139,0.05063291139240506,23
/adult-learner/course-detail/NYP-CL1245/create-healthy-ice-cream-based-on-food-science-knowledge-in-food-pilot-plant,70,18,70,10,74,73,1.0136986301369864,48.84775519178082,0.0958904109589041,22,70,18,70,10,74,73,1.0136986301369864,48.84775519178082,0.0958904109589041,22
/adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-human-capital-management,69,5,69,20,76,77,0.987012987012987,100.3244293116883,0.05194805194805195,29,69,5,69,20,76,77,0.987012987012987,100.3244293116883,0.05194805194805195,29
/adult-learner/course-detail/NYP-HSAF40/advanced-diploma-in-nursing-emergency-adem1,69,19,67,16,81,81,1,29.013573666666666,0.16049382716049382,38,69,19,67,16,81,81,1,29.013573666666666,0.16049382716049382,38
/adult-learner/course-detail/NYP-CB1536/certificate-in-fund-administration,68,8,68,14,80,76,1.0526315789473684,29.334895894736842,0.05263157894736842,30,68,8,68,14,80,76,1.0526315789473684,29.334895894736842,0.05263157894736842,30
/adult-learner/course-detail/NYP-CE2010/using-python-for-data-analysis,67,13,67,19,79,77,1.025974025974026,44.92518638961039,0.05194805194805195,21,67,13,67,19,79,77,1.025974025974026,44.92518638961039,0.05194805194805195,21
/adult-learner/course-detail/NYP-CX241001/digital-photography-for-working-professionals,67,7,67,16,70,71,0.9859154929577465,36.35507229577465,0.07042253521126761,21,67,7,67,16,70,71,0.9859154929577465,36.35507229577465,0.07042253521126761,21
